total_charges,contract,monthly_charges,payment_method,tenure
6454.0,2,92.2,0,70
1467.4,2,25.3,1,58
5411.0,2,77.3,1,70
1418.4,2,19.7,1,72
3260.4,1,49.4,1,66
568.0,0,35.5,1,16
2080.75,0,59.45,1,35
6204.25,0,95.45,0,65
87.9,0,43.95,2,2
1464.0,0,48.8,3,30
1259.3,0,89.95,2,14
141.75,0,20.25,0,7
158.0,0,79.0,2,2
5626.5,2,85.25,2,66
62.25,0,20.75,1,3
19.75,0,19.75,3,1
4358.799999999999,2,64.1,0,68
864.5,0,86.45,2,10
4922.05,1,100.45,3,49
466.9,0,20.3,0,23
1259.05,0,96.85,2,13
1290.25,2,19.85,1,65
1005.2,0,35.9,2,28
179.0,0,89.5,2,2
680.4,0,75.6,2,9
5915.7,0,109.55,2,54
1540.0,1,61.6,0,25
389.5,2,20.5,3,19
6066.95,1,85.45,1,71
732.6,1,20.35,1,36
316.0,0,19.75,1,16
618.75,2,24.75,1,25
4793.75,1,81.25,1,59
1696.9,2,23.9,1,71
4381.5,1,95.25,1,46
1092.0,2,68.25,0,16
4684.4,0,95.6,2,49
2035.2,1,84.8,3,24
85.2,0,42.6,2,2
3874.4,0,66.8,0,58
89.25,0,89.25,2,1
3874.5,0,86.1,2,45
50.5,0,50.5,2,1
346.8,0,43.35,3,8
1980.0,0,90.0,2,22
7642.8,1,115.8,0,66
596.0,0,74.5,2,8
7639.2,1,106.1,0,72
2998.6,2,63.8,0,47
288.8,0,72.2,0,4
2288.1000000000004,0,78.9,2,29
8384.4,2,116.45,0,72
1359.2,0,84.95,2,16
159.9,0,79.95,2,2
19.5,0,19.5,3,1
4824.6,2,70.95,0,68
821.6999999999999,1,24.9,0,33
1183.4,0,19.4,3,61
1820.45,0,79.15,2,23
930.05,1,48.95,0,19
527.15,2,40.55,3,13
1816.5,0,86.5,2,21
6500.7,1,104.85,2,62
729.3499999999999,0,25.15,2,29
7374.5,2,105.35,1,70
3843.7,0,101.15,1,38
2290.9,0,73.9,2,31
69.95,0,69.95,2,1
43.95,0,43.95,3,1
4700.2,1,66.2,2,71
78.2,2,19.55,1,4
161.5,0,80.75,2,2
257.6,0,64.4,3,4
6841.35,2,99.15,0,69
5200.0,1,81.25,2,64
4740.0,1,79.0,3,60
69.95,0,69.95,2,1
6640.200000000001,0,105.4,2,63
673.75,2,19.25,3,35
1299.65,0,76.45,2,17
6139.35,2,97.45,0,63
1261.6,0,66.4,0,19
2335.2000000000003,0,111.2,2,21
5432.099999999999,0,95.3,1,57
396.4,0,49.55,0,8
123.9,0,20.65,3,6
4049.1,2,61.35,0,66
4759.65,2,75.55,1,63
2581.6,1,92.2,0,28
1725.0,0,75.0,0,23
575.6500000000001,0,19.85,3,29
1449.9,0,80.55,1,18
2453.9,0,46.3,0,53
703.0,1,70.3,2,10
1942.2,2,49.8,0,39
1281.8000000000002,0,75.4,0,17
3374.4,1,91.2,1,37
663.3000000000001,2,20.1,3,33
1697.65,1,89.35,0,19
429.8,0,61.4,2,7
656.1,0,72.9,3,9
3778.95,2,64.05,1,59
5703.5,1,103.7,0,55
377.6,0,94.4,0,4
1182.75,2,20.75,3,57
7813.200000000001,2,114.9,0,68
4758.4,2,74.35,3,64
7430.400000000001,1,103.2,1,72
672.0,0,84.0,2,8
8337.6,2,115.8,1,72
45.8,0,45.8,3,1
6568.8,2,95.2,1,69
4496.8,2,80.3,0,56
584.5500000000001,0,64.95,3,9
69.9,0,69.9,2,1
4725.9,1,80.1,2,59
954.6,0,79.55,1,12
339.2,0,84.8,0,4
210.9,0,70.3,2,3
50.75,0,50.75,3,1
2865.2,0,98.8,1,29
5992.400000000001,2,84.4,1,71
1328.25,1,57.75,3,23
158.10000000000002,0,26.35,3,6
715.95,0,19.35,2,37
1785.6,1,74.4,0,24
4941.65,0,100.85,3,49
1058.2,0,96.2,1,11
4404.4,2,100.1,0,44
277.2,1,25.2,2,11
1259.9,0,29.3,1,43
50.55,0,50.55,2,1
548.5500000000001,2,23.85,3,23
1737.5,0,69.5,1,25
1051.4,0,75.1,2,14
800.5,0,80.05,0,10
2177.55,1,80.65,1,27
316.04999999999995,0,105.35,0,3
257.0,2,25.7,0,10
227.0,0,45.4,1,5
1262.4,2,26.3,0,48
454.65,0,64.95,2,7
2158.2,1,49.05,2,44
152.8,0,76.4,2,2
306.6,0,76.65,0,4
3655.6,0,98.8,0,37
250.9,0,19.3,3,13
2285.4,1,58.6,1,39
2356.2000000000003,1,56.1,1,42
4839.2,1,105.2,0,46
893.6,1,55.85,3,16
2484.0,2,46.0,1,54
2191.2000000000003,0,66.4,1,33
1113.2,0,50.6,2,22
3122.0,1,89.2,2,35
83.8,0,20.95,0,4
20.45,2,20.45,3,1
750.6,1,20.85,0,36
1357.5,0,54.3,2,25
213.3,2,71.1,3,3
2216.5,0,100.75,2,22
1611.2,0,100.7,0,16
5340.0,1,106.8,2,50
212.0,0,21.2,2,10
1857.5,1,74.3,3,25
3076.8,0,96.15,1,32
1219.0500000000002,2,19.35,2,63
243.25,0,48.65,0,5
1335.4,0,30.35,2,44
1538.4,0,96.15,2,16
1283.0,1,64.15,3,20
3192.0,0,106.4,0,30
2477.75,1,45.05,0,55
3977.2,1,65.2,2,61
19.95,0,19.95,0,1
5081.4,1,94.1,1,54
700.0,0,70.0,2,10
2210.0,0,55.25,3,40
4036.65,0,79.15,0,51
7596.0,2,105.5,0,72
6352.0,2,99.25,1,64
1861.2,2,25.85,1,72
1036.15,1,19.55,0,53
74.25,0,24.75,2,3
70.05,0,70.05,2,1
1092.65,0,84.05,2,13
1979.25,0,50.75,2,39
698.85,0,77.65,0,9
555.5,2,25.25,3,22
5348.7,0,99.05,1,54
1032.4,1,35.6,3,29
8481.6,1,117.8,0,72
5727.599999999999,2,79.55,1,72
5148.849999999999,0,109.55,2,47
1397.2,0,49.9,3,28
91.2,0,30.4,2,3
3757.500000000001,2,75.15,0,50
69.8,0,69.8,2,1
189.9,0,94.95,2,2
141.4,0,70.7,3,2
7665.0,1,109.5,2,70
4454.849999999999,0,87.35,2,51
6782.75,0,104.35,2,65
90.55,0,90.55,2,1
391.95,0,30.15,2,13
985.0,0,98.5,2,10
1116.5,2,20.3,3,55
495.25,0,70.75,1,7
58.35,1,19.45,3,3
1550.2,1,33.7,1,46
4242.0,1,75.75,0,56
7021.099999999999,2,115.1,1,61
4849.0,0,93.25,0,52
2880.25,0,70.25,0,41
1734.0,2,25.5,0,68
3212.35,1,78.35,1,41
3482.5000000000005,1,69.65,2,50
8175.650000000001,2,115.15,1,71
1827.1,0,83.05,2,22
1150.5,2,19.5,3,59
418.8,0,69.8,2,6
808.5,2,24.5,3,33
409.7000000000001,0,24.1,3,17
2920.4,0,59.6,1,49
5914.8,2,82.15,0,72
1707.65,0,100.45,1,17
972.75,1,64.85,3,15
157.2,0,19.65,1,8
1431.1,0,65.05,3,22
1272.45,2,24.95,3,51
3940.95,0,91.65,2,43
75.30000000000001,0,25.1,2,3
5016.0,0,104.5,2,48
2067.2,1,60.8,3,34
4589.95,1,111.95,2,41
7527.45,1,112.35,1,67
1442.1,0,75.9,3,19
6277.950000000001,1,99.65,1,63
1533.6,0,85.2,2,18
20.65,0,20.65,3,1
1034.0,0,94.0,2,11
2712.0,1,90.4,0,30
1723.85,0,74.95,2,23
5462.599999999999,0,105.05,2,52
258.05,0,19.85,3,13
3420.9,2,63.35,1,54
47.95,0,47.95,2,1
5688.200000000001,1,83.65,0,68
193.2,0,64.4,1,3
68.5,0,68.5,2,1
2130.1,0,62.65,2,34
3241.3500000000004,2,66.15,0,49
451.95,2,19.65,3,23
1405.8,2,19.8,3,71
3900.8,0,84.8,0,46
5412.5,1,108.25,2,50
45.3,0,45.3,3,1
1916.4,0,79.85,1,24
7799.6,2,114.7,0,68
647.9,2,20.9,1,31
3190.4,2,49.85,2,64
1221.5,0,87.25,2,14
3050.3,0,51.7,2,59
6537.599999999999,2,90.8,1,72
392.4,0,98.1,0,4
2689.6,1,84.05,2,32
4370.4,0,91.05,1,48
7894.8,2,109.65,2,72
269.54999999999995,0,89.85,2,3
6904.8,2,95.9,0,72
1517.4,0,84.3,0,18
4543.2,2,63.1,0,72
2750.4,0,85.95,1,32
1066.0,0,82.0,2,13
208.6,0,29.8,3,7
335.4,0,55.9,1,6
220.8,0,55.2,2,4
265.85,0,20.45,3,13
6659.2,2,104.05,1,64
1198.5,0,70.5,0,17
2034.0,0,50.85,2,40
556.05,0,50.55,2,11
99.75,0,19.95,3,5
1968.8,0,85.6,2,23
5219.0,1,76.75,1,68
79.15,0,79.15,3,1
6303.599999999999,2,87.55,0,72
2342.7000000000003,1,41.1,1,57
6963.0,2,116.05,0,60
268.20000000000005,0,44.7,1,6
4972.0,0,90.4,1,55
7927.2,2,110.1,0,72
4756.5,2,67.95,3,70
1519.8000000000002,0,89.4,2,17
539.1,0,59.9,3,9
3085.5,2,60.5,1,51
4683.3,2,69.9,0,67
75.8,0,75.8,2,1
75.75,0,25.25,2,3
305.70000000000005,0,50.95,1,6
655.0,0,65.5,2,10
1807.05,0,86.05,2,21
1223.3,0,94.1,2,13
3835.2,2,75.2,0,51
518.75,2,20.75,3,25
1412.9,2,19.9,0,71
224.25,0,74.75,3,3
79.5,0,79.5,2,1
6441.5,0,99.1,0,65
4709.25,1,72.45,1,65
1561.6,1,24.4,0,64
2682.8,1,70.6,3,38
6148.8,1,109.8,0,56
1422.0,2,19.75,3,72
624.6,0,69.4,1,9
771.4,2,20.3,3,38
2415.6,0,54.9,0,44
5708.400000000001,2,80.4,1,71
5680.05,0,99.65,2,57
2109.15,0,49.05,0,43
340.85,1,20.05,1,17
607.6,0,86.8,2,7
159.5,0,79.75,2,2
1245.0,2,24.9,0,50
5950.8,2,82.65,1,72
1156.35,2,88.95,1,13
1322.4,0,69.6,3,19
637.5,2,21.25,3,30
6174.1,1,106.45,2,58
144.54999999999998,1,20.65,3,7
1127.5,2,20.5,3,55
292.5,1,19.5,3,15
6041.799999999999,2,88.85,1,68
5405.4,0,100.1,2,54
1206.25,0,48.25,2,25
84.3,0,84.3,2,1
1490.4,2,20.7,0,72
4529.700000000001,2,71.9,0,63
850.5,1,20.25,3,42
1356.05,0,36.65,2,37
81.4,0,20.35,3,4
252.85,1,19.45,3,13
62.55,0,20.85,3,3
50.8,0,50.8,2,1
6116.6,2,89.95,0,68
596.5,0,59.65,3,10
5049.900000000001,1,81.45,1,62
975.1,2,19.9,1,49
917.7,2,19.95,1,46
3322.8,2,63.9,1,52
2130.7000000000003,0,81.95,2,26
159.6,0,19.95,3,8
151.1,0,75.55,2,2
1359.3,2,19.7,0,69
116.6,0,29.15,3,4
834.9000000000001,0,75.9,3,11
442.8,0,49.2,3,9
1996.65,0,68.85,0,29
5595.0,0,93.25,2,60
830.25,0,30.75,1,27
1117.2,2,19.6,3,57
73.6,0,73.6,3,1
91.7,0,91.7,2,1
734.45,2,19.85,3,37
4665.599999999999,2,64.8,0,72
2825.65,0,91.15,2,31
3091.4,0,59.45,2,52
2829.6000000000004,1,58.95,0,48
1963.5,0,89.25,2,22
975.0,0,75.0,3,13
481.5,2,80.25,3,6
375.55,0,53.65,2,7
7739.0,2,109.0,0,71
208.95,0,69.65,2,3
3091.2000000000003,1,64.4,0,48
493.2,0,54.8,3,9
516.25,0,73.75,3,7
630.0,0,35.0,2,18
662.75,0,60.25,0,11
767.6999999999999,0,85.3,1,9
792.5,0,79.25,2,10
20.2,0,20.2,3,1
2208.7000000000003,0,84.95,2,26
307.3,0,43.9,3,7
4802.400000000001,2,104.4,0,46
697.95,2,25.85,1,27
69.65,0,69.65,2,1
2232.0,0,55.8,2,40
3684.8,0,75.2,1,49
7374.6,1,108.45,2,68
1037.7,0,57.65,3,18
2972.2000000000003,0,106.15,2,28
7246.8,2,100.65,0,72
5266.900000000001,2,84.95,2,62
848.3,2,24.95,1,34
2559.9,1,55.65,1,46
2532.7000000000003,1,81.7,1,31
2713.5,1,100.5,0,27
1633.5,0,54.45,0,30
948.2,0,86.2,2,11
5060.0,1,110.0,2,46
2206.6,0,50.15,3,44
2843.4,1,67.7,3,42
891.9,0,49.55,3,18
970.0,2,19.4,1,50
354.90000000000003,0,50.7,3,7
5933.400000000001,2,89.9,1,66
1190.8,0,45.8,3,26
69.1,0,69.1,2,1
6241.05,2,93.15,2,67
2613.0,0,100.5,0,26
4919.2,0,94.6,0,52
919.2,0,76.6,2,12
728.5,0,72.85,2,10
43.95,0,43.95,1,1
3170.15,0,67.45,1,47
5155.650000000001,2,90.45,1,57
70.85,0,70.85,2,1
8193.6,2,113.8,0,72
1539.0000000000002,1,34.2,2,45
769.5,1,20.25,1,38
90.1,0,90.1,2,1
1374.4499999999998,1,80.85,2,17
4510.55,2,76.45,3,59
1520.25,0,101.35,2,15
2329.6,1,72.8,1,32
840.65,2,19.55,3,43
1750.15,2,24.65,3,71
6191.1,1,114.65,3,54
405.0,0,81.0,1,5
273.7,1,19.55,3,14
6209.3,0,100.15,2,62
6490.8,2,90.15,0,72
4548.599999999999,1,108.3,2,42
140.3,0,70.15,2,2
1850.4,2,25.7,1,72
753.0,2,25.1,3,30
3884.0,0,97.1,0,40
876.2499999999999,2,35.05,0,25
4358.25,1,67.05,1,65
285.6,2,20.4,3,14
703.5,1,20.1,1,35
2107.5,1,70.25,0,30
2593.5,1,86.45,2,30
6419.2,1,100.3,1,64
6411.3,2,90.3,1,71
110.55,0,36.85,3,3
598.8,0,74.85,2,8
1287.0,0,99.0,3,13
1202.4,1,25.05,1,48
2215.2000000000003,1,85.2,2,26
2748.6,1,76.35,3,36
3517.4999999999995,2,70.35,1,50
2712.15,1,55.35,2,49
4323.65,1,100.55,0,43
154.8,0,19.35,3,8
122.4,0,61.2,1,2
4542.1,0,85.7,2,53
6201.6,1,96.9,3,64
943.5,0,55.5,1,17
1033.5,2,19.5,1,53
50.7,0,50.7,3,1
4785.6,1,99.7,0,48
308.0,0,38.5,2,8
911.0,0,91.1,2,10
3232.0,1,80.8,2,40
2355.2,2,73.6,3,32
3876.55,0,94.55,2,41
2506.25,0,100.25,2,25
1960.2,0,89.1,1,22
1832.4,2,25.45,1,72
590.4000000000001,1,24.6,2,24
1450.8000000000002,0,60.45,0,24
4777.6,0,74.65,1,64
323.85,0,107.95,3,3
49.8,0,49.8,1,1
6892.200000000001,0,109.4,0,63
694.85,0,53.45,3,13
1100.0,0,55.0,1,20
4654.8,0,86.2,2,54
744.8000000000001,1,19.6,1,38
69.75,0,69.75,2,1
2941.3,2,43.9,2,67
5324.0,0,96.8,2,55
3399.9500000000003,1,64.15,0,53
756.9000000000001,2,26.1,3,29
779.8000000000001,1,55.7,3,14
2896.8,1,60.35,1,48
3338.4,1,69.55,3,48
59.55,0,59.55,3,1
1093.4,1,24.85,2,44
4317.75,0,95.95,0,45
4135.599999999999,0,73.85,2,56
435.4,0,31.1,3,14
142.6,0,71.3,1,2
1947.6,1,54.1,1,36
197.5,0,39.5,2,5
4236.599999999999,2,61.4,1,69
6705.3,2,108.15,3,62
19.9,0,19.9,3,1
2210.0,0,65.0,3,34
1292.0,0,80.75,0,16
263.2,2,18.8,3,14
4799.55,1,97.95,2,49
160.5,0,80.25,2,2
497.9,2,19.15,1,26
2109.8,0,95.9,1,22
2438.7000000000003,1,73.9,3,33
78.0,2,19.5,1,4
373.35,2,19.65,3,19
5104.349999999999,2,89.55,3,57
4403.849999999999,1,86.35,3,51
44.15,0,44.15,3,1
271.20000000000005,0,90.4,2,3
20.2,1,20.2,2,1
688.5,1,45.9,3,15
4147.0,2,79.75,1,52
5616.8,1,100.3,1,56
230.85,0,76.95,2,3
920.4,1,35.4,1,26
7534.4,2,110.8,0,68
202.2,0,50.55,0,4
1839.6,2,25.55,1,72
4238.0,1,105.95,1,40
6567.0,0,99.5,1,66
19.85,1,19.85,1,1
1995.0,0,105.0,3,19
821.1,1,19.55,3,42
3321.8,0,97.7,0,34
81.1,0,81.1,2,1
6386.400000000001,2,88.7,1,72
1012.35,1,19.85,0,51
4699.75,0,85.45,2,55
6761.7,1,102.45,1,66
2701.5,0,90.05,2,30
3065.1000000000004,1,90.15,3,34
4276.25,0,77.75,2,55
5135.4,2,95.1,0,54
2240.1,0,39.3,2,57
817.8499999999999,0,74.35,2,11
39.3,0,19.65,2,2
277.4,0,69.35,2,4
6548.400000000001,2,90.95,1,72
962.4,2,20.05,3,48
536.9,1,20.65,1,26
297.0,0,19.8,3,15
1248.0,0,83.2,0,15
6556.8,1,102.45,1,64
7898.75,2,111.25,2,71
4334.4,1,68.8,0,63
19.9,0,19.9,3,1
6681.6,1,104.4,0,64
3417.75,0,75.95,2,45
78.4,0,19.6,3,4
2786.9,0,89.9,2,31
7480.0,2,110.0,0,68
2043.75,0,81.75,0,25
1782.0,2,24.75,0,72
2008.8,1,55.8,2,36
44.0,0,44.0,2,1
0.0,2,25.35,3,0
495.0,2,19.8,1,25
153.6,1,19.2,3,8
2778.7,1,75.1,0,37
379.0,0,94.75,2,4
2319.8,1,82.85,0,28
1679.8,2,45.4,2,37
163.6,0,20.45,1,8
48.75,0,48.75,3,1
501.25,0,20.05,1,25
2557.1,0,98.35,2,26
727.65,0,80.85,2,9
2158.8,0,102.8,2,21
1517.15,0,79.85,2,19
604.8000000000001,0,33.6,3,18
3460.8,0,108.15,1,32
796.9499999999999,0,34.65,0,23
4125.0,1,75.0,1,55
1137.35,2,26.45,0,43
89.4,0,44.7,2,2
413.75,0,82.75,2,5
859.6,2,61.4,0,14
245.2,0,61.3,2,4
178.2,0,44.55,3,4
241.2,0,20.1,3,12
5878.6,1,86.45,1,68
856.0,0,85.6,2,10
5027.049999999999,1,94.85,0,53
5874.0,1,89.0,2,66
523.8,0,19.4,1,27
2706.4,0,79.6,3,34
932.8,0,84.8,1,11
1635.2,2,25.55,3,64
1064.7,0,81.9,3,13
60.6,0,20.2,0,3
2149.2,0,89.55,2,24
4240.05,2,61.45,1,69
1910.0,0,95.5,0,20
2150.4,0,44.8,2,48
707.85,0,54.45,2,13
427.75,0,85.55,2,5
349.75,0,69.95,1,5
74.3,0,74.3,2,1
2832.0,0,94.4,2,30
1309.75,0,100.75,2,13
5715.7,1,93.7,0,61
81.8,0,20.45,1,4
552.0,0,55.2,1,10
2556.0,1,63.9,0,40
2848.75,0,66.25,0,43
29.85,0,29.85,2,1
625.5,0,69.5,3,9
69.85,0,69.85,2,1
384.75,1,20.25,1,19
676.8000000000001,0,75.2,1,9
730.35,0,81.15,2,9
360.9,1,20.05,0,18
7081.900000000001,1,105.7,0,67
569.4,1,43.8,2,13
350.25,0,70.05,2,5
3626.7,0,109.9,0,33
4036.2,2,65.1,3,62
7239.599999999999,2,100.55,0,72
676.0,0,84.5,0,8
46.0,0,46.0,2,1
4184.4,0,95.1,1,44
1643.0500000000002,1,96.65,0,17
3001.5,0,100.05,2,30
1794.0,2,26.0,0,69
1143.1,0,49.7,1,23
172.4,0,86.2,3,2
135.0,0,45.0,2,3
2239.5,1,74.65,1,30
43.85,0,43.85,0,1
801.2,0,100.15,1,8
4894.05,1,82.95,1,59
359.1,0,51.3,3,7
3520.55,0,95.15,2,37
5350.8,1,109.2,1,49
2129.4,0,81.9,0,26
79.55,0,79.55,2,1
7064.900000000001,2,113.95,3,62
332.35,1,19.55,3,17
3420.0,0,95.0,0,36
656.0,2,20.5,3,32
39.9,1,19.95,3,2
579.0,2,19.3,3,30
2228.1,0,106.1,2,21
6999.3,2,106.05,1,66
2571.2,0,80.35,0,32
241.2,0,80.4,2,3
1393.8,2,20.2,0,69
1101.0,0,110.1,2,10
69.25,0,69.25,2,1
6254.85,2,90.65,3,69
377.2,0,94.3,2,4
4177.8,2,63.3,0,66
845.25,0,24.15,2,35
2301.2,0,104.6,2,22
1067.0,2,19.4,1,55
727.1999999999999,0,80.8,2,9
4939.0,0,89.8,0,55
3817.8,2,106.05,1,36
2199.15,0,81.45,2,27
7148.900000000001,2,106.7,1,67
5481.0,1,101.5,1,54
2418.0,2,39.0,0,62
2912.0,1,52.0,3,56
3733.2,0,109.8,3,34
2842.9500000000003,0,86.15,1,33
469.5,0,93.9,3,5
313.6,0,19.6,3,16
3020.9,0,88.85,3,34
6119.0,1,105.5,1,58
4676.099999999999,1,70.85,0,66
745.55,1,20.15,1,37
273.0,0,45.5,3,6
4823.0,2,74.2,1,65
1042.95,2,20.45,3,51
90.7,0,45.35,2,2
1230.3,0,68.35,2,18
3085.5,1,60.5,0,51
182.25,0,20.25,3,9
1495.5,0,99.7,2,15
7599.599999999999,2,105.55,0,72
232.2,2,19.35,0,12
2376.0,2,39.6,0,60
620.8,0,19.4,0,32
483.0,0,80.5,1,6
3900.0,1,100.0,2,39
149.5,0,74.75,2,2
5612.55,1,79.05,1,71
60.15,0,60.15,2,1
160.4,0,80.2,2,2
7898.400000000001,2,109.7,1,72
2812.6,1,68.6,2,41
523.9499999999999,0,74.85,2,7
3309.25,0,94.55,2,35
2493.9500000000003,0,80.45,2,31
1100.25,2,24.45,3,45
1400.25,0,93.35,2,15
541.35,1,20.05,1,27
2811.7000000000003,1,90.7,2,31
2726.5,1,66.5,0,41
357.2,1,18.8,3,19
1465.0,0,58.6,1,25
1580.25,0,105.35,0,15
143.3,0,71.65,2,2
603.0,0,50.25,0,12
1825.05,0,79.35,3,23
437.8,0,19.9,3,22
7139.05,1,100.55,0,71
3039.0,0,101.3,2,30
44.9,0,44.9,0,1
385.0,0,19.25,0,20
55.55,0,55.55,3,1
5800.4,2,85.3,0,68
278.6,0,19.9,3,14
39.7,1,19.85,3,2
2658.1,0,69.95,2,38
353.7,1,19.65,3,18
3234.85,0,104.35,2,31
4547.55,2,64.05,1,71
7363.3,1,109.9,1,67
6645.599999999999,2,92.3,1,72
3403.2,0,106.35,0,32
323.2,0,80.8,1,4
1380.0,1,60.0,0,23
4451.7,0,67.45,0,66
5979.3,0,104.9,0,57
3227.4,1,89.65,1,36
326.95,0,25.15,0,13
749.6999999999999,0,83.3,2,9
404.25,0,80.85,2,5
5772.05,2,86.15,0,67
69.9,0,69.9,2,1
299.2,0,74.8,0,4
70.3,0,70.3,2,1
606.0500000000001,0,19.55,3,31
129.89999999999998,0,43.3,2,3
315.6,0,78.9,3,4
3135.0,0,95.0,1,33
1458.6999999999998,2,25.15,1,58
635.0,0,25.4,0,25
304.2,0,76.05,2,4
4776.150000000001,1,93.65,0,51
477.85,0,25.15,0,19
484.55,0,44.05,2,11
1352.4,0,56.35,1,24
1334.7,0,74.15,3,18
97.0,0,24.25,3,4
937.2,0,78.1,0,12
1675.8,0,88.2,2,19
2994.6,0,96.6,0,31
3907.05,1,64.05,0,61
557.6,0,69.7,2,8
4272.8,1,87.2,3,49
255.0,0,51.0,3,5
2570.75,1,73.45,0,35
8095.5,1,115.65,1,70
101.45,0,101.45,2,1
2715.6,0,87.6,2,31
965.9,0,74.3,2,13
1422.4,1,50.8,3,28
3517.4999999999995,0,70.35,0,50
441.1,1,20.05,3,22
2185.2000000000003,1,60.7,1,36
4240.0,1,106.0,0,40
951.9,0,50.1,1,19
323.4,0,80.85,2,4
3025.75,0,86.45,2,35
1378.0,0,68.9,1,20
224.4,2,20.4,3,11
182.25,1,20.25,3,9
7029.0,2,99.0,1,71
1427.1,2,20.1,0,71
8033.650000000001,2,113.15,1,71
2455.2000000000003,2,79.2,3,31
69.6,0,69.6,2,1
2340.5,1,75.5,1,31
70.9,0,70.9,3,1
69.4,0,69.4,3,1
5339.900000000001,2,79.7,2,67
4063.5,0,94.5,2,43
1817.55,0,86.55,0,21
6487.349999999999,0,106.35,2,61
1774.8,2,24.65,0,72
152.39999999999998,2,25.4,3,6
928.25,2,19.75,3,47
490.8,1,20.45,1,24
3174.6000000000004,1,81.4,1,39
1644.5,2,25.3,0,65
85.55,0,85.55,1,1
527.7,0,87.95,0,6
5636.400000000001,0,100.65,0,56
1581.25,1,68.75,0,23
681.7,2,20.05,1,34
430.5,0,20.5,1,21
4302.8,2,69.4,0,62
1230.7,2,19.85,0,62
5686.5,1,111.5,2,51
1022.4,0,56.8,1,18
2514.3,0,73.95,1,34
5755.349999999999,2,94.35,0,61
99.9,0,49.95,3,2
3981.6,2,55.3,0,72
5856.5,1,110.5,2,53
473.7000000000001,0,78.95,2,6
2024.4,0,84.35,2,24
4814.4,2,70.8,1,68
2820.0,2,60.0,1,47
4018.5,0,85.5,3,47
691.1999999999999,0,19.2,0,36
178.65,0,19.85,3,9
6142.7,1,100.7,1,61
5713.2,2,79.35,0,72
1923.25,1,54.95,0,35
670.0,1,26.8,3,25
3549.0,0,101.4,2,35
1382.4,1,57.6,2,24
1408.4,2,25.15,1,56
2433.6,0,93.6,2,26
5792.400000000001,2,80.45,0,72
2392.05,1,64.65,0,37
526.0500000000001,0,75.15,0,7
515.1999999999999,0,73.6,2,7
5423.4,1,78.6,1,69
156.8,2,19.6,1,8
363.0,1,30.25,1,12
1130.8,1,25.7,3,44
5832.0,2,81.0,1,72
5289.2,0,94.45,2,56
201.0,1,20.1,3,10
69.1,0,69.1,2,1
2549.75,0,54.25,2,47
897.5999999999999,2,20.4,1,44
235.5,0,78.5,2,3
569.2,0,71.15,2,8
329.6,0,20.6,1,16
5925.599999999999,2,82.3,0,72
45.8,0,45.8,2,1
6350.95,2,89.45,1,71
3833.2,1,68.45,1,56
57.900000000000006,0,19.3,3,3
716.6500000000001,0,65.15,0,11
4833.0,1,80.55,1,60
4418.400000000001,1,105.2,0,42
101.9,0,50.95,3,2
184.05,0,20.45,1,9
75.1,0,75.1,2,1
2610.4,2,50.2,3,52
3466.75,0,99.05,2,35
388.0,0,19.4,2,20
1130.25,0,75.35,0,15
1203.6,0,70.8,2,17
2707.5,0,90.25,2,30
95.85,0,95.85,2,1
852.5,0,85.25,2,10
911.95,0,70.15,3,13
400.8,0,100.2,2,4
211.2,0,70.4,2,3
4711.15,1,79.85,1,59
139.5,0,69.75,0,2
1132.6,0,80.9,0,14
25.15,0,25.15,2,1
4429.0,0,103.0,2,43
1196.0,0,74.75,1,16
2885.8500000000004,0,54.45,2,53
101.8,0,25.45,3,4
1201.6,0,75.1,0,16
2384.35,1,55.45,2,43
650.0,0,81.25,2,8
294.9,0,49.15,2,6
8035.2,2,111.6,0,72
2985.0,0,49.75,2,60
0.0,1,19.7,3,0
40.1,0,20.05,3,2
4958.25,1,90.15,2,55
5527.2,0,98.7,2,56
6020.8,2,84.8,2,71
124.1,0,62.05,0,2
6745.6,2,105.4,0,64
3103.8,1,73.9,1,42
2226.25,1,89.05,2,25
247.0,0,49.4,3,5
8395.199999999999,2,116.6,0,72
2659.8,0,80.6,0,33
2729.6,0,85.3,2,32
100.5,1,20.1,3,5
222.3,0,74.1,1,3
506.1,0,84.35,2,6
7348.5,2,106.5,0,69
1046.5,0,80.5,2,13
1650.0,0,75.0,0,22
4263.900000000001,2,69.9,3,61
1961.85,0,59.45,0,33
2993.0,1,73.0,2,41
5098.5,1,113.3,3,45
6303.5,2,90.05,1,70
3165.25,2,57.55,0,55
2301.0,1,44.25,0,52
120.45,0,40.15,3,3
3006.0,0,100.2,2,30
3167.5,1,45.25,2,70
837.0,0,93.0,0,9
415.8,1,19.8,3,21
4166.25,1,75.75,0,55
2665.0,1,65.0,3,41
1612.0,2,26.0,0,62
79.55,0,79.55,3,1
3678.3,0,54.9,2,67
5021.1,1,79.7,1,63
2622.0,1,69.0,1,38
4046.0,2,57.8,0,70
744.8000000000001,0,19.6,2,38
152.5,0,30.5,2,5
1192.8000000000002,0,49.7,3,24
1181.6,0,73.85,0,16
2645.2,2,38.9,3,68
5734.2,0,100.6,2,57
6261.0,1,104.35,2,60
2059.0,1,71.0,1,29
590.4,1,65.6,3,9
1842.45,2,25.95,1,71
1299.6,0,54.15,1,24
