no_internet_service,payment_method_mailed_check,contract_one_year,monthly_charges,tenure,churn
0.0,0.0,0.0,77.75,55,0
0.0,0.0,1.0,79.6,51,0
0.0,0.0,0.0,85.2,5,1
0.0,0.0,0.0,115.05,43,0
0.0,0.0,0.0,101.9,53,1
1.0,1.0,0.0,19.7,63,0
1.0,0.0,0.0,20.35,27,0
0.0,1.0,0.0,69.75,22,0
0.0,0.0,0.0,85.15,6,1
0.0,0.0,0.0,89.3,31,0
0.0,0.0,0.0,81.05,64,0
1.0,0.0,1.0,20.85,71,0
0.0,0.0,0.0,54.1,68,0
0.0,1.0,0.0,53.55,1,0
0.0,0.0,0.0,103.5,64,0
0.0,0.0,0.0,70.3,2,0
0.0,0.0,0.0,44.0,1,0
0.0,0.0,0.0,64.4,28,0
1.0,1.0,0.0,20.25,2,0
0.0,0.0,0.0,89.55,72,0
0.0,0.0,1.0,91.25,28,0
0.0,1.0,1.0,100.9,55,0
0.0,0.0,0.0,71.0,65,0
0.0,0.0,0.0,108.9,34,0
0.0,0.0,1.0,60.05,53,1
1.0,0.0,0.0,19.8,37,0
0.0,0.0,0.0,85.9,15,1
0.0,0.0,0.0,82.55,71,0
0.0,1.0,0.0,74.35,7,0
0.0,0.0,0.0,111.2,67,0
0.0,0.0,0.0,95.65,52,0
0.0,0.0,1.0,108.75,69,0
0.0,1.0,1.0,74.8,24,0
0.0,0.0,0.0,78.5,7,0
1.0,0.0,1.0,25.45,39,0
1.0,1.0,0.0,20.55,50,0
0.0,0.0,1.0,98.65,71,0
1.0,1.0,0.0,19.55,13,0
1.0,0.0,0.0,18.85,1,0
0.0,0.0,0.0,94.2,29,0
0.0,0.0,0.0,83.85,27,0
0.0,0.0,1.0,55.8,48,0
0.0,0.0,0.0,91.0,6,1
0.0,0.0,1.0,76.75,59,0
0.0,0.0,0.0,105.7,30,0
1.0,0.0,1.0,20.55,32,0
0.0,0.0,0.0,92.0,3,0
0.0,1.0,0.0,55.7,5,0
0.0,0.0,0.0,89.0,70,0
0.0,0.0,0.0,69.9,1,0
0.0,0.0,0.0,91.3,54,0
0.0,0.0,0.0,106.1,72,0
0.0,0.0,0.0,65.7,66,0
0.0,1.0,0.0,58.5,9,1
0.0,0.0,0.0,78.45,41,0
0.0,0.0,0.0,82.7,71,0
0.0,0.0,0.0,110.9,72,0
0.0,0.0,0.0,110.45,72,0
0.0,1.0,0.0,83.8,12,1
0.0,0.0,1.0,64.2,55,0
0.0,0.0,0.0,103.75,72,0
0.0,0.0,0.0,108.8,65,0
0.0,0.0,0.0,80.5,6,1
0.0,0.0,0.0,70.9,4,1
0.0,0.0,1.0,102.0,62,1
1.0,0.0,0.0,24.65,67,0
0.0,0.0,0.0,94.0,8,1
1.0,1.0,0.0,20.8,72,0
0.0,0.0,1.0,45.55,66,0
0.0,0.0,0.0,72.15,10,1
0.0,1.0,1.0,109.55,43,1
0.0,1.0,0.0,61.15,22,1
0.0,0.0,0.0,81.45,12,0
0.0,0.0,0.0,45.8,10,0
0.0,0.0,1.0,48.7,27,0
1.0,1.0,0.0,20.05,8,0
1.0,0.0,0.0,20.3,12,0
0.0,0.0,0.0,53.95,71,0
0.0,0.0,0.0,105.95,50,1
0.0,0.0,1.0,108.15,70,0
0.0,0.0,0.0,44.75,7,0
0.0,0.0,0.0,100.7,46,1
0.0,0.0,0.0,48.95,6,0
0.0,0.0,0.0,89.25,6,0
1.0,0.0,1.0,26.9,47,0
0.0,0.0,0.0,93.6,36,0
0.0,0.0,0.0,94.7,8,1
0.0,1.0,1.0,60.3,40,0
0.0,0.0,1.0,104.0,61,0
0.0,0.0,0.0,97.95,72,0
0.0,1.0,1.0,99.1,39,0
1.0,0.0,0.0,19.55,8,0
0.0,0.0,0.0,89.1,1,1
0.0,0.0,0.0,59.55,33,0
0.0,0.0,0.0,86.55,31,1
0.0,0.0,0.0,89.45,9,1
1.0,0.0,0.0,19.85,70,0
1.0,1.0,1.0,19.5,55,0
1.0,1.0,0.0,19.4,4,0
0.0,0.0,1.0,78.75,48,0
1.0,1.0,0.0,19.75,61,0
0.0,0.0,0.0,69.3,2,0
0.0,0.0,0.0,50.8,6,1
0.0,0.0,0.0,29.6,3,1
0.0,0.0,1.0,43.75,22,1
0.0,0.0,1.0,79.95,33,0
0.0,1.0,0.0,99.95,12,1
0.0,0.0,0.0,114.65,72,0
0.0,0.0,0.0,65.25,58,0
0.0,0.0,1.0,85.55,59,1
0.0,0.0,1.0,77.2,34,0
1.0,1.0,0.0,24.8,52,0
0.0,0.0,0.0,45.55,10,1
0.0,0.0,0.0,59.4,16,1
0.0,0.0,1.0,108.85,58,1
0.0,0.0,0.0,94.9,10,1
0.0,1.0,0.0,89.85,3,0
1.0,0.0,0.0,19.8,69,0
0.0,0.0,0.0,30.85,13,0
0.0,0.0,0.0,89.15,25,1
1.0,1.0,0.0,20.05,1,1
0.0,1.0,0.0,62.05,1,1
0.0,0.0,0.0,102.1,68,0
0.0,0.0,0.0,90.85,1,1
0.0,0.0,0.0,100.85,8,1
0.0,0.0,0.0,25.25,1,0
0.0,0.0,0.0,53.1,46,0
0.0,0.0,0.0,103.65,45,0
0.0,0.0,0.0,103.35,8,1
0.0,0.0,0.0,94.85,5,1
0.0,1.0,0.0,93.2,22,0
0.0,0.0,0.0,95.3,58,0
0.0,0.0,0.0,49.65,51,0
0.0,0.0,0.0,48.95,39,1
1.0,1.0,1.0,26.0,26,0
0.0,0.0,0.0,85.45,53,1
0.0,0.0,0.0,80.0,1,1
0.0,0.0,0.0,29.95,1,1
0.0,0.0,0.0,85.6,18,0
1.0,0.0,0.0,20.05,46,0
0.0,0.0,0.0,79.25,3,1
0.0,0.0,0.0,44.55,12,1
0.0,0.0,0.0,55.0,14,0
0.0,1.0,0.0,70.25,5,1
0.0,0.0,1.0,100.35,28,0
0.0,0.0,0.0,93.85,59,1
0.0,0.0,0.0,44.85,10,1
0.0,1.0,1.0,80.9,21,0
0.0,0.0,0.0,45.7,5,1
1.0,0.0,0.0,26.1,10,0
0.0,1.0,0.0,71.45,5,0
0.0,0.0,0.0,79.9,9,1
0.0,0.0,0.0,97.85,11,1
0.0,0.0,0.0,73.6,47,0
0.0,1.0,0.0,41.35,3,0
0.0,0.0,0.0,75.9,1,1
0.0,0.0,1.0,40.65,23,0
0.0,0.0,0.0,94.45,16,1
0.0,0.0,1.0,81.7,27,0
1.0,1.0,0.0,25.75,68,0
0.0,0.0,0.0,51.4,2,0
1.0,0.0,0.0,20.35,5,0
0.0,1.0,0.0,75.7,67,0
0.0,0.0,1.0,57.95,52,0
0.0,0.0,0.0,85.8,29,0
0.0,0.0,0.0,70.1,1,0
0.0,0.0,0.0,70.15,4,1
0.0,0.0,0.0,85.35,69,0
0.0,0.0,0.0,38.9,16,0
0.0,0.0,0.0,93.0,24,0
0.0,0.0,0.0,103.8,42,0
0.0,0.0,0.0,50.8,60,1
0.0,0.0,0.0,95.2,10,1
0.0,0.0,0.0,59.5,9,0
0.0,0.0,0.0,69.45,24,0
1.0,1.0,0.0,20.05,18,0
0.0,0.0,0.0,115.6,72,0
0.0,0.0,0.0,86.8,64,0
1.0,1.0,0.0,19.4,2,0
0.0,0.0,0.0,90.8,68,0
0.0,0.0,0.0,102.45,1,1
1.0,1.0,1.0,20.35,59,0
0.0,0.0,1.0,98.25,50,0
0.0,0.0,0.0,110.45,72,0
0.0,0.0,1.0,94.7,57,0
1.0,0.0,1.0,20.35,18,0
0.0,0.0,1.0,115.05,62,0
1.0,1.0,1.0,20.1,24,0
0.0,0.0,0.0,40.2,37,1
0.0,0.0,0.0,85.75,5,1
0.0,0.0,0.0,69.55,3,1
0.0,0.0,0.0,75.3,29,0
0.0,1.0,0.0,49.2,31,0
1.0,0.0,1.0,20.8,24,0
0.0,0.0,0.0,74.8,18,0
0.0,0.0,0.0,91.85,17,1
0.0,1.0,0.0,66.9,69,0
1.0,1.0,1.0,19.95,48,0
1.0,0.0,0.0,20.4,54,0
0.0,0.0,0.0,78.75,13,0
0.0,0.0,0.0,85.35,22,0
0.0,1.0,0.0,25.15,18,0
0.0,0.0,0.0,90.7,16,0
0.0,0.0,0.0,80.6,5,1
1.0,1.0,0.0,20.25,53,0
0.0,0.0,0.0,73.85,44,0
0.0,0.0,0.0,100.55,44,1
0.0,0.0,0.0,89.75,70,0
0.0,0.0,0.0,105.3,6,1
0.0,1.0,1.0,51.45,33,0
1.0,1.0,1.0,20.0,11,0
1.0,0.0,0.0,24.45,72,0
0.0,0.0,0.0,79.75,9,0
0.0,0.0,1.0,36.1,63,0
1.0,0.0,1.0,20.55,3,0
0.0,0.0,0.0,105.65,66,0
0.0,0.0,0.0,62.5,66,0
0.0,1.0,0.0,71.1,1,0
0.0,0.0,1.0,94.4,30,0
0.0,0.0,0.0,70.15,13,0
0.0,0.0,0.0,79.5,72,0
0.0,0.0,0.0,55.75,8,0
0.0,0.0,1.0,106.1,28,1
0.0,0.0,0.0,105.05,65,0
0.0,0.0,0.0,82.9,11,0
1.0,1.0,1.0,19.2,26,0
0.0,0.0,0.0,50.25,59,0
1.0,0.0,0.0,19.4,67,0
1.0,0.0,0.0,19.85,71,0
0.0,0.0,1.0,71.1,57,0
0.0,0.0,0.0,47.05,71,0
1.0,0.0,0.0,20.55,57,0
1.0,1.0,0.0,26.1,72,0
0.0,0.0,0.0,75.35,1,0
0.0,0.0,0.0,96.5,15,0
0.0,0.0,0.0,80.15,4,0
0.0,0.0,0.0,44.95,23,0
0.0,0.0,0.0,106.8,71,0
0.0,1.0,0.0,81.3,45,0
0.0,1.0,1.0,108.5,64,0
0.0,0.0,0.0,59.2,20,0
0.0,0.0,0.0,79.85,31,1
0.0,0.0,0.0,94.85,3,0
1.0,1.0,1.0,20.65,20,0
0.0,0.0,1.0,97.55,57,0
0.0,0.0,0.0,29.4,8,1
1.0,0.0,1.0,19.45,33,0
0.0,0.0,0.0,54.2,67,0
0.0,0.0,0.0,82.0,71,0
0.0,0.0,0.0,64.65,59,0
1.0,1.0,0.0,20.45,1,0
0.0,0.0,1.0,74.6,57,0
0.0,0.0,0.0,59.2,1,1
0.0,0.0,0.0,99.3,9,0
1.0,0.0,0.0,20.15,4,0
0.0,0.0,0.0,88.55,72,0
0.0,0.0,1.0,106.05,62,0
0.0,0.0,0.0,80.2,5,0
0.0,0.0,0.0,94.95,22,0
1.0,0.0,0.0,25.45,35,0
0.0,0.0,0.0,79.95,12,0
1.0,1.0,0.0,20.25,28,0
1.0,1.0,0.0,20.4,1,0
0.0,0.0,1.0,104.1,67,1
0.0,0.0,0.0,97.75,72,0
0.0,0.0,1.0,110.7,38,0
0.0,0.0,0.0,48.8,14,0
0.0,0.0,1.0,86.95,47,0
1.0,0.0,0.0,24.65,63,0
0.0,0.0,0.0,28.6,37,1
0.0,0.0,0.0,74.2,1,1
1.0,0.0,1.0,19.85,37,0
0.0,1.0,0.0,40.65,9,1
0.0,1.0,1.0,59.8,60,0
0.0,0.0,0.0,87.55,57,0
0.0,0.0,0.0,45.2,41,0
0.0,0.0,1.0,70.8,50,0
0.0,1.0,0.0,50.8,4,0
0.0,0.0,0.0,79.35,9,1
0.0,0.0,0.0,95.4,36,0
0.0,0.0,0.0,24.35,2,1
0.0,0.0,0.0,94.55,65,0
0.0,0.0,1.0,85.85,36,0
1.0,1.0,0.0,20.15,5,0
0.0,0.0,0.0,107.5,71,0
1.0,1.0,0.0,26.4,3,0
1.0,0.0,1.0,19.7,55,0
0.0,0.0,0.0,47.15,5,1
0.0,1.0,0.0,53.5,1,1
0.0,0.0,0.0,80.35,68,0
0.0,0.0,0.0,83.9,38,1
0.0,0.0,0.0,54.1,16,0
0.0,0.0,1.0,72.35,67,0
0.0,0.0,0.0,116.95,72,0
0.0,0.0,0.0,68.65,21,0
1.0,1.0,0.0,19.0,4,0
0.0,1.0,0.0,29.2,3,0
0.0,0.0,0.0,99.35,69,0
0.0,0.0,0.0,93.85,2,1
0.0,0.0,0.0,98.3,70,1
1.0,0.0,0.0,21.0,1,1
1.0,1.0,0.0,19.65,2,0
0.0,0.0,0.0,90.6,11,0
0.0,0.0,0.0,96.65,13,1
1.0,0.0,0.0,19.65,60,0
0.0,0.0,0.0,73.65,20,1
0.0,0.0,0.0,35.8,37,0
1.0,0.0,1.0,20.7,30,0
0.0,0.0,0.0,103.75,60,0
0.0,0.0,0.0,70.3,35,1
0.0,0.0,0.0,95.7,50,1
0.0,1.0,1.0,95.65,71,0
0.0,0.0,0.0,74.05,8,0
1.0,0.0,1.0,24.25,38,0
1.0,0.0,0.0,19.85,72,0
0.0,0.0,0.0,95.55,42,0
0.0,0.0,1.0,95.0,57,0
0.0,0.0,0.0,110.8,60,0
1.0,0.0,0.0,25.35,71,0
1.0,0.0,0.0,23.15,11,1
0.0,0.0,0.0,51.1,40,0
0.0,0.0,0.0,84.35,42,0
0.0,1.0,0.0,44.45,1,1
0.0,0.0,0.0,90.05,47,0
0.0,0.0,1.0,75.5,50,0
0.0,0.0,0.0,53.7,10,0
0.0,0.0,0.0,85.45,72,0
0.0,0.0,0.0,99.4,72,0
0.0,0.0,0.0,89.55,60,0
0.0,0.0,0.0,75.15,3,1
0.0,0.0,0.0,79.85,2,1
0.0,1.0,0.0,80.05,1,1
0.0,0.0,0.0,89.2,11,0
0.0,0.0,0.0,98.35,49,0
0.0,0.0,0.0,113.65,70,0
0.0,0.0,0.0,70.75,2,1
0.0,0.0,0.0,98.75,16,1
0.0,0.0,0.0,99.85,10,1
0.0,0.0,1.0,68.75,56,0
0.0,0.0,0.0,103.85,48,0
1.0,0.0,0.0,25.0,72,0
1.0,1.0,0.0,20.9,1,1
1.0,1.0,0.0,19.55,29,0
1.0,0.0,1.0,25.3,25,1
0.0,0.0,1.0,54.45,68,0
0.0,0.0,0.0,69.8,2,0
0.0,0.0,0.0,77.95,42,1
1.0,1.0,0.0,20.1,6,0
0.0,0.0,0.0,101.3,18,0
0.0,0.0,0.0,70.3,10,1
0.0,0.0,0.0,103.65,72,0
0.0,0.0,0.0,104.8,63,0
0.0,1.0,1.0,78.2,27,0
1.0,0.0,0.0,25.4,35,0
0.0,0.0,0.0,90.1,18,1
0.0,0.0,0.0,73.5,11,1
1.0,0.0,1.0,20.6,44,0
0.0,0.0,0.0,60.6,19,0
0.0,0.0,0.0,93.25,72,0
0.0,1.0,0.0,50.0,18,0
0.0,0.0,0.0,49.85,18,0
0.0,0.0,0.0,61.4,71,0
0.0,0.0,0.0,55.3,30,0
0.0,0.0,1.0,60.0,28,0
0.0,0.0,0.0,78.95,37,1
1.0,0.0,1.0,19.8,18,0
0.0,0.0,0.0,80.55,31,0
0.0,0.0,0.0,56.15,5,0
0.0,1.0,0.0,77.9,30,0
0.0,0.0,1.0,71.8,49,0
0.0,0.0,0.0,45.4,12,1
0.0,0.0,0.0,78.05,1,1
0.0,1.0,0.0,89.6,4,1
1.0,0.0,0.0,20.55,3,1
0.0,0.0,0.0,79.4,3,1
0.0,0.0,0.0,65.6,37,0
0.0,1.0,1.0,66.25,23,0
0.0,1.0,0.0,79.1,23,0
0.0,0.0,1.0,100.15,45,0
1.0,0.0,1.0,20.25,22,0
0.0,0.0,0.0,99.65,24,0
1.0,0.0,0.0,19.85,48,0
0.0,1.0,0.0,56.15,3,1
0.0,0.0,0.0,87.1,8,0
0.0,1.0,1.0,53.95,44,1
0.0,0.0,0.0,90.55,56,0
1.0,1.0,0.0,20.6,1,0
0.0,0.0,0.0,92.55,53,0
1.0,0.0,0.0,19.3,59,0
0.0,1.0,0.0,48.85,15,0
0.0,0.0,1.0,89.85,49,0
0.0,0.0,0.0,55.9,39,1
0.0,0.0,1.0,89.15,44,0
0.0,0.0,0.0,53.4,3,1
0.0,0.0,0.0,74.3,16,1
0.0,0.0,0.0,65.6,5,0
0.0,0.0,0.0,100.3,37,0
0.0,1.0,0.0,50.85,9,0
1.0,1.0,0.0,19.85,35,0
0.0,0.0,0.0,86.25,7,1
1.0,0.0,0.0,20.2,1,1
0.0,0.0,0.0,25.1,29,1
0.0,1.0,1.0,95.15,51,0
0.0,0.0,0.0,70.1,58,0
0.0,0.0,1.0,108.5,72,0
0.0,0.0,0.0,38.55,4,0
0.0,0.0,1.0,111.45,64,0
0.0,0.0,0.0,80.35,68,0
0.0,0.0,0.0,96.1,62,0
0.0,0.0,0.0,92.95,37,0
1.0,0.0,0.0,19.65,43,0
0.0,0.0,0.0,91.55,65,0
0.0,0.0,0.0,61.15,1,0
0.0,1.0,1.0,66.15,27,0
1.0,0.0,0.0,19.5,57,0
1.0,1.0,0.0,20.55,1,1
0.0,0.0,0.0,40.45,43,0
0.0,0.0,0.0,111.8,48,0
0.0,0.0,0.0,111.15,41,0
0.0,0.0,0.0,90.2,68,0
0.0,0.0,0.0,48.85,15,0
0.0,0.0,0.0,94.45,8,1
0.0,0.0,0.0,25.3,3,1
0.0,0.0,0.0,90.45,55,0
1.0,1.0,0.0,19.65,1,0
0.0,0.0,0.0,71.8,16,1
0.0,0.0,1.0,80.0,39,1
0.0,0.0,0.0,94.85,10,1
0.0,0.0,0.0,108.9,46,0
0.0,1.0,0.0,56.3,12,0
1.0,1.0,0.0,20.65,41,0
0.0,0.0,0.0,109.15,65,1
0.0,0.0,1.0,79.2,21,0
0.0,0.0,0.0,99.8,4,1
0.0,0.0,0.0,89.85,72,0
1.0,1.0,0.0,24.55,47,0
0.0,0.0,1.0,84.25,43,0
0.0,0.0,0.0,113.1,72,0
0.0,0.0,1.0,111.25,67,0
0.0,0.0,0.0,89.3,6,1
0.0,0.0,1.0,70.15,60,0
0.0,0.0,1.0,98.15,40,0
0.0,0.0,0.0,90.95,66,0
0.0,0.0,0.0,49.15,52,1
0.0,0.0,0.0,93.85,1,1
0.0,0.0,0.0,93.4,58,1
0.0,0.0,0.0,63.8,72,0
0.0,0.0,0.0,95.45,35,1
1.0,0.0,0.0,20.5,72,0
0.0,1.0,0.0,69.15,51,0
1.0,0.0,0.0,19.3,69,0
0.0,0.0,1.0,99.5,69,0
1.0,0.0,0.0,20.3,11,0
0.0,1.0,0.0,24.2,1,0
0.0,0.0,0.0,105.0,3,1
0.0,0.0,1.0,99.2,37,1
0.0,0.0,0.0,25.2,4,1
0.0,0.0,0.0,94.65,67,0
0.0,0.0,0.0,85.9,25,0
0.0,0.0,0.0,92.0,72,0
0.0,0.0,0.0,51.3,8,0
0.0,0.0,0.0,80.25,10,1
1.0,0.0,0.0,20.15,6,0
0.0,0.0,1.0,80.85,52,0
1.0,1.0,0.0,25.35,70,0
0.0,0.0,0.0,92.2,70,0
1.0,0.0,0.0,25.3,58,0
0.0,0.0,0.0,77.3,70,0
1.0,0.0,0.0,19.7,72,0
0.0,0.0,1.0,49.4,66,0
0.0,0.0,0.0,35.5,16,0
0.0,0.0,0.0,59.45,35,0
0.0,0.0,0.0,95.45,65,0
0.0,0.0,0.0,43.95,2,0
0.0,1.0,0.0,48.8,30,0
0.0,0.0,0.0,89.95,14,1
1.0,0.0,0.0,20.25,7,0
0.0,0.0,0.0,79.0,2,1
0.0,0.0,0.0,85.25,66,0
1.0,0.0,0.0,20.75,3,0
1.0,1.0,0.0,19.75,1,1
0.0,0.0,0.0,64.1,68,0
0.0,0.0,0.0,86.45,10,1
0.0,1.0,1.0,100.45,49,1
1.0,0.0,0.0,20.3,23,0
0.0,0.0,0.0,96.85,13,0
1.0,0.0,0.0,19.85,65,0
0.0,0.0,0.0,35.9,28,0
0.0,0.0,0.0,89.5,2,1
0.0,0.0,0.0,75.6,9,0
0.0,0.0,0.0,109.55,54,0
0.0,0.0,1.0,61.6,25,0
1.0,1.0,0.0,20.5,19,0
0.0,0.0,1.0,85.45,71,0
1.0,0.0,1.0,20.35,36,0
1.0,0.0,0.0,19.75,16,0
1.0,0.0,0.0,24.75,25,1
0.0,0.0,1.0,81.25,59,0
1.0,0.0,0.0,23.9,71,0
0.0,0.0,1.0,95.25,46,1
0.0,0.0,0.0,68.25,16,0
0.0,0.0,0.0,95.6,49,1
0.0,1.0,1.0,84.8,24,0
0.0,0.0,0.0,42.6,2,1
0.0,0.0,0.0,66.8,58,0
0.0,0.0,0.0,89.25,1,0
0.0,0.0,0.0,86.1,45,0
0.0,0.0,0.0,50.5,1,1
0.0,1.0,0.0,43.35,8,0
0.0,0.0,0.0,90.0,22,1
0.0,0.0,1.0,115.8,66,0
0.0,0.0,0.0,74.5,8,1
0.0,0.0,1.0,106.1,72,0
0.0,0.0,0.0,63.8,47,0
0.0,0.0,0.0,72.2,4,1
0.0,0.0,0.0,78.9,29,1
0.0,0.0,0.0,116.45,72,0
0.0,0.0,0.0,84.95,16,1
0.0,0.0,0.0,79.95,2,0
1.0,1.0,0.0,19.5,1,1
0.0,0.0,0.0,70.95,68,0
1.0,0.0,1.0,24.9,33,0
1.0,1.0,0.0,19.4,61,1
0.0,0.0,0.0,79.15,23,1
0.0,0.0,1.0,48.95,19,0
0.0,1.0,0.0,40.55,13,0
0.0,0.0,0.0,86.5,21,1
0.0,0.0,1.0,104.85,62,0
1.0,0.0,0.0,25.15,29,0
0.0,0.0,0.0,105.35,70,0
0.0,0.0,0.0,101.15,38,0
0.0,0.0,0.0,73.9,31,1
0.0,0.0,0.0,69.95,1,1
0.0,1.0,0.0,43.95,1,1
0.0,0.0,1.0,66.2,71,0
1.0,0.0,0.0,19.55,4,0
0.0,0.0,0.0,80.75,2,1
0.0,1.0,0.0,64.4,4,0
0.0,0.0,0.0,99.15,69,0
0.0,0.0,1.0,81.25,64,0
0.0,1.0,1.0,79.0,60,0
0.0,0.0,0.0,69.95,1,1
0.0,0.0,0.0,105.4,63,0
1.0,1.0,0.0,19.25,35,0
0.0,0.0,0.0,76.45,17,1
0.0,0.0,0.0,97.45,63,0
0.0,0.0,0.0,66.4,19,0
0.0,0.0,0.0,111.2,21,1
0.0,0.0,0.0,95.3,57,0
0.0,0.0,0.0,49.55,8,0
1.0,1.0,0.0,20.65,6,0
0.0,0.0,0.0,61.35,66,0
0.0,0.0,0.0,75.55,63,0
0.0,0.0,1.0,92.2,28,0
0.0,0.0,0.0,75.0,23,0
1.0,1.0,0.0,19.85,29,0
0.0,0.0,0.0,80.55,18,0
0.0,0.0,0.0,46.3,53,0
0.0,0.0,1.0,70.3,10,0
0.0,0.0,0.0,49.8,39,0
0.0,0.0,0.0,75.4,17,0
0.0,0.0,1.0,91.2,37,0
1.0,1.0,0.0,20.1,33,0
0.0,0.0,1.0,89.35,19,0
0.0,0.0,0.0,61.4,7,0
0.0,1.0,0.0,72.9,9,1
0.0,0.0,0.0,64.05,59,0
0.0,0.0,1.0,103.7,55,0
0.0,0.0,0.0,94.4,4,1
1.0,1.0,0.0,20.75,57,0
0.0,0.0,0.0,114.9,68,0
0.0,1.0,0.0,74.35,64,0
0.0,0.0,1.0,103.2,72,0
0.0,0.0,0.0,84.0,8,1
0.0,0.0,0.0,115.8,72,0
0.0,1.0,0.0,45.8,1,0
0.0,0.0,0.0,95.2,69,0
0.0,0.0,0.0,80.3,56,0
0.0,1.0,0.0,64.95,9,0
0.0,0.0,0.0,69.9,1,1
0.0,0.0,1.0,80.1,59,0
0.0,0.0,0.0,79.55,12,0
0.0,0.0,0.0,84.8,4,1
0.0,0.0,0.0,70.3,3,1
0.0,1.0,0.0,50.75,1,0
0.0,0.0,0.0,98.8,29,0
0.0,0.0,0.0,84.4,71,0
0.0,1.0,1.0,57.75,23,0
1.0,1.0,0.0,26.35,6,0
1.0,0.0,0.0,19.35,37,0
0.0,0.0,1.0,74.4,24,0
0.0,1.0,0.0,100.85,49,0
0.0,0.0,0.0,96.2,11,1
0.0,0.0,0.0,100.1,44,0
1.0,0.0,1.0,25.2,11,0
0.0,0.0,0.0,29.3,43,0
0.0,0.0,0.0,50.55,1,1
1.0,1.0,0.0,23.85,23,0
0.0,0.0,0.0,69.5,25,0
0.0,0.0,0.0,75.1,14,0
0.0,0.0,0.0,80.05,10,1
0.0,0.0,1.0,80.65,27,0
0.0,0.0,0.0,105.35,3,1
1.0,0.0,0.0,25.7,10,0
0.0,0.0,0.0,45.4,5,0
1.0,0.0,0.0,26.3,48,0
0.0,0.0,0.0,64.95,7,0
0.0,0.0,1.0,49.05,44,0
0.0,0.0,0.0,76.4,2,1
0.0,0.0,0.0,76.65,4,1
0.0,0.0,0.0,98.8,37,1
1.0,1.0,0.0,19.3,13,0
0.0,0.0,1.0,58.6,39,0
0.0,0.0,1.0,56.1,42,0
0.0,0.0,1.0,105.2,46,1
0.0,1.0,1.0,55.85,16,0
0.0,0.0,0.0,46.0,54,0
0.0,0.0,0.0,66.4,33,0
0.0,0.0,0.0,50.6,22,0
0.0,0.0,1.0,89.2,35,0
1.0,0.0,0.0,20.95,4,1
1.0,1.0,0.0,20.45,1,0
1.0,0.0,1.0,20.85,36,0
0.0,0.0,0.0,54.3,25,0
0.0,1.0,0.0,71.1,3,0
0.0,0.0,0.0,100.75,22,1
0.0,0.0,0.0,100.7,16,0
0.0,0.0,1.0,106.8,50,0
1.0,0.0,0.0,21.2,10,0
0.0,1.0,1.0,74.3,25,1
0.0,0.0,0.0,96.15,32,1
1.0,0.0,0.0,19.35,63,0
0.0,0.0,0.0,48.65,5,0
0.0,0.0,0.0,30.35,44,1
0.0,0.0,0.0,96.15,16,1
0.0,1.0,1.0,64.15,20,0
0.0,0.0,0.0,106.4,30,0
0.0,0.0,1.0,45.05,55,0
0.0,0.0,1.0,65.2,61,0
1.0,0.0,0.0,19.95,1,1
0.0,0.0,1.0,94.1,54,0
0.0,0.0,0.0,70.0,10,1
0.0,1.0,0.0,55.25,40,1
0.0,0.0,0.0,79.15,51,0
0.0,0.0,0.0,105.5,72,0
0.0,0.0,0.0,99.25,64,0
1.0,0.0,0.0,25.85,72,0
1.0,0.0,1.0,19.55,53,0
0.0,0.0,0.0,24.75,3,1
0.0,0.0,0.0,70.05,1,0
0.0,0.0,0.0,84.05,13,1
0.0,0.0,0.0,50.75,39,1
0.0,0.0,0.0,77.65,9,1
1.0,1.0,0.0,25.25,22,0
0.0,0.0,0.0,99.05,54,0
0.0,1.0,1.0,35.6,29,0
0.0,0.0,1.0,117.8,72,1
0.0,0.0,0.0,79.55,72,0
0.0,0.0,0.0,109.55,47,1
0.0,1.0,0.0,49.9,28,0
0.0,0.0,0.0,30.4,3,0
0.0,0.0,0.0,75.15,50,0
0.0,0.0,0.0,69.8,1,1
0.0,0.0,0.0,94.95,2,1
0.0,1.0,0.0,70.7,2,0
0.0,0.0,1.0,109.5,70,1
0.0,0.0,0.0,87.35,51,0
0.0,0.0,0.0,104.35,65,0
0.0,0.0,0.0,90.55,1,1
0.0,0.0,0.0,30.15,13,0
0.0,0.0,0.0,98.5,10,1
1.0,1.0,0.0,20.3,55,0
0.0,0.0,0.0,70.75,7,1
1.0,1.0,1.0,19.45,3,0
0.0,0.0,1.0,33.7,46,0
0.0,0.0,1.0,75.75,56,0
0.0,0.0,0.0,115.1,61,0
0.0,0.0,0.0,93.25,52,0
0.0,0.0,0.0,70.25,41,1
1.0,0.0,0.0,25.5,68,0
0.0,0.0,1.0,78.35,41,0
0.0,0.0,1.0,69.65,50,0
0.0,0.0,0.0,115.15,71,0
0.0,0.0,0.0,83.05,22,0
1.0,1.0,0.0,19.5,59,0
0.0,0.0,0.0,69.8,6,0
1.0,1.0,0.0,24.5,33,1
1.0,1.0,0.0,24.1,17,1
0.0,0.0,0.0,59.6,49,0
0.0,0.0,0.0,82.15,72,0
0.0,0.0,0.0,100.45,17,1
0.0,1.0,1.0,64.85,15,0
1.0,0.0,0.0,19.65,8,0
0.0,1.0,0.0,65.05,22,0
1.0,1.0,0.0,24.95,51,0
0.0,0.0,0.0,91.65,43,0
0.0,0.0,0.0,25.1,3,0
0.0,0.0,0.0,104.5,48,0
